file_a,id_a,class_a,file_b,id_b,class_b,same_class,phash_dist,ahash_dist
group2_26.png,group2_26,2,group2_27.png,group2_27,2,True,76,40
group2_38.png,group2_38,2,group3_20.png,group3_20,3,False,76,54
group3_20.png,group3_20,3,group3_8.jpg,group3_8,3,True,76,56
group1_21.jpg,group1_21,1,group1_25.jpg,group1_25,1,True,78,40
group1_21.jpg,group1_21,1,group2_3.png,group2_3,2,False,78,61
group1_22.jpg,group1_22,1,group2_29.png,group2_29,2,False,78,61
group1_24.jpg,group1_24,1,group2_18.png,group2_18,2,False,78,32
group1_25.jpg,group1_25,1,group3_17.png,group3_17,3,False,78,46
group1_4.png,group1_4,1,group3_17.png,group3_17,3,False,78,33
group1_9.png,group1_9,1,group2_6.png,group2_6,2,False,78,46
group2_11.png,group2_11,2,group2_7.png,group2_7,2,True,78,37
group2_15.png,group2_15,2,group3_9.jpg,group3_9,3,False,78,99
group2_18.png,group2_18,2,group2_4.png,group2_4,2,True,78,40
group2_27.png,group2_27,2,group3_24.png,group3_24,3,False,78,64
group2_32.png,group2_32,2,group4_24.jpg,group4_24,4,False,78,55
group2_41.png,group2_41,2,group2_6.png,group2_6,2,True,78,79
group2_5.png,group2_5,2,group4_24.jpg,group4_24,4,False,78,89
group3_18.png,group3_18,3,group3_21.png,group3_21,3,True,78,87
group1_14.png,group1_14,1,group2_33.png,group2_33,2,False,80,15
group1_21.jpg,group1_21,1,group1_4.png,group1_4,1,True,80,59
group1_22.jpg,group1_22,1,group2_6.png,group2_6,2,False,80,107
group1_4.png,group1_4,1,group2_3.png,group2_3,2,False,80,42
group2_10.png,group2_10,2,group4_24.jpg,group4_24,4,False,80,49
group2_14.png,group2_14,2,group2_31.png,group2_31,2,True,80,26
group2_19.png,group2_19,2,group2_25.png,group2_25,2,True,80,27
group2_20.png,group2_20,2,group2_35.png,group2_35,2,True,80,56
group2_22.png,group2_22,2,group2_24.png,group2_24,2,True,80,42
group2_24.png,group2_24,2,group3_3.jpg,group3_3,3,False,80,97
group2_45.png,group2_45,2,group3_22.png,group3_22,3,False,80,77
group2_6.png,group2_6,2,group3_3.jpg,group3_3,3,False,80,114
group3_20.png,group3_20,3,group3_24.png,group3_24,3,True,80,72
group3_21.png,group3_21,3,group3_24.png,group3_24,3,True,80,53
group3_3.jpg,group3_3,3,group4_28.jpg,group4_28,4,False,80,73
group1_14.png,group1_14,1,group2_18.png,group2_18,2,False,82,26
group1_15.png,group1_15,1,group1_22.jpg,group1_22,1,True,82,85
group1_15.png,group1_15,1,group2_22.png,group2_22,2,False,82,79
group1_15.png,group1_15,1,group2_24.png,group2_24,2,False,82,67
group1_19.jpg,group1_19,1,group2_44.png,group2_44,2,False,82,47
group1_3.png,group1_3,1,group2_28.png,group2_28,2,False,82,58
group1_4.png,group1_4,1,group2_14.png,group2_14,2,False,82,54
group1_9.png,group1_9,1,group2_29.png,group2_29,2,False,82,50
group2_11.png,group2_11,2,group2_38.png,group2_38,2,True,82,58
group2_15.png,group2_15,2,group3_21.png,group3_21,3,False,82,55
group2_22.png,group2_22,2,group2_37.png,group2_37,2,True,82,56
group2_24.png,group2_24,2,group2_4.png,group2_4,2,True,82,38
group2_24.png,group2_24,2,group2_41.png,group2_41,2,True,82,40
group2_26.png,group2_26,2,group2_33.png,group2_33,2,True,82,39
group2_26.png,group2_26,2,group3_24.png,group3_24,3,False,82,54
group2_27.png,group2_27,2,group3_21.png,group3_21,3,False,82,43
group2_29.png,group2_29,2,group2_4.png,group2_4,2,True,82,55
group3_11.jpg,group3_11,3,group4_26.jpg,group4_26,4,False,82,60
group3_21.png,group3_21,3,group3_8.jpg,group3_8,3,True,82,39
group3_21.png,group3_21,3,group3_9.jpg,group3_9,3,True,82,70
group1_14.png,group1_14,1,group2_27.png,group2_27,2,False,84,16
group1_14.png,group1_14,1,group3_24.png,group3_24,3,False,84,66
group1_15.png,group1_15,1,group2_29.png,group2_29,2,False,84,64
group1_15.png,group1_15,1,group2_9.png,group2_9,2,False,84,35
group1_19.jpg,group1_19,1,group2_35.png,group2_35,2,False,84,47
group1_22.jpg,group1_22,1,group2_24.png,group2_24,2,False,84,78
group1_24.jpg,group1_24,1,group2_41.png,group2_41,2,False,84,44
group1_8.png,group1_8,1,group2_18.png,group2_18,2,False,84,47
group1_8.png,group1_8,1,group2_34.png,group2_34,2,False,84,27
group2_11.png,group2_11,2,group2_42.png,group2_42,2,True,84,74
group2_11.png,group2_11,2,group3_20.png,group3_20,3,False,84,86
group2_15.png,group2_15,2,group2_9.png,group2_9,2,True,84,38
group2_2.png,group2_2,2,group2_6.png,group2_6,2,True,84,85
group2_20.png,group2_20,2,group2_33.png,group2_33,2,True,84,41
group2_22.png,group2_22,2,group2_4.png,group2_4,2,True,84,22
group2_23.png,group2_23,2,group4_29.jpg,group4_29,4,False,84,105
group2_26.png,group2_26,2,group2_7.png,group2_7,2,True,84,73
group2_28.png,group2_28,2,group2_40.png,group2_40,2,True,84,38
group2_29.png,group2_29,2,group2_41.png,group2_41,2,True,84,59
group2_35.png,group2_35,2,group2_44.png,group2_44,2,True,84,54
group2_38.png,group2_38,2,group3_21.png,group3_21,3,False,84,47
group2_4.png,group2_4,2,group2_6.png,group2_6,2,True,84,81
group2_45.png,group2_45,2,group3_7.jpg,group3_7,3,False,84,84
group2_5.png,group2_5,2,group4_23.jpg,group4_23,4,False,84,40
group2_7.png,group2_7,2,group2_9.png,group2_9,2,True,84,35
group2_9.png,group2_9,2,group3_18.png,group3_18,3,False,84,106
group2_9.png,group2_9,2,group3_3.jpg,group3_3,3,False,84,125
group1_11.png,group1_11,1,group2_14.png,group2_14,2,False,86,53
group1_14.png,group1_14,1,group2_15.png,group2_15,2,False,86,30
group1_20.jpg,group1_20,1,group1_25.jpg,group1_25,1,True,86,22
group1_20.jpg,group1_20,1,group1_4.png,group1_4,1,True,86,41
group1_20.jpg,group1_20,1,group2_19.png,group2_19,2,False,86,35
group1_24.jpg,group1_24,1,group1_8.png,group1_8,1,True,86,67
group1_25.jpg,group1_25,1,group4_22.jpg,group4_22,4,False,86,119
group1_4.png,group1_4,1,group2_44.png,group2_44,2,False,86,91
group1_4.png,group1_4,1,group3_16.png,group3_16,3,False,86,117
group1_5.png,group1_5,1,group2_19.png,group2_19,2,False,86,25
group2_1.png,group2_1,2,group3_22.png,group3_22,3,False,86,90
group2_11.png,group2_11,2,group3_24.png,group3_24,3,False,86,80
group2_18.png,group2_18,2,group2_22.png,group2_22,2,True,86,48
group2_18.png,group2_18,2,group2_27.png,group2_27,2,True,86,26
group2_2.png,group2_2,2,group2_24.png,group2_24,2,True,86,32
group2_2.png,group2_2,2,group2_4.png,group2_4,2,True,86,20
group2_20.png,group2_20,2,group2_44.png,group2_44,2,True,86,38
group2_22.png,group2_22,2,group2_29.png,group2_29,2,True,86,53
group2_23.png,group2_23,2,group3_22.png,group3_22,3,False,86,136
group2_24.png,group2_24,2,group2_39.png,group2_39,2,True,86,32
group2_24.png,group2_24,2,group3_18.png,group3_18,3,False,86,92
group2_27.png,group2_27,2,group2_38.png,group2_38,2,True,86,24
group2_34.png,group2_34,2,group2_6.png,group2_6,2,True,86,35
group2_35.png,group2_35,2,group2_43.png,group2_43,2,True,86,77
group2_38.png,group2_38,2,group3_24.png,group3_24,3,False,86,78
group2_45.png,group2_45,2,group3_19.png,group3_19,3,False,86,78
group2_7.png,group2_7,2,group3_21.png,group3_21,3,False,86,78
group3_18.png,group3_18,3,group3_9.jpg,group3_9,3,True,86,57
group3_19.png,group3_19,3,group3_22.png,group3_22,3,True,86,89
group1_10.png,group1_10,1,group2_9.png,group2_9,2,False,88,35
group1_11.png,group1_11,1,group1_25.jpg,group1_25,1,True,88,34
group1_15.png,group1_15,1,group2_2.png,group2_2,2,False,88,75
group1_16.png,group1_16,1,group1_21.jpg,group1_21,1,True,88,62
group1_16.png,group1_16,1,group2_30.png,group2_30,2,False,88,62
group1_20.jpg,group1_20,1,group1_24.jpg,group1_24,1,True,88,32
group1_22.jpg,group1_22,1,group3_3.jpg,group3_3,3,False,88,111
group1_5.png,group1_5,1,group2_35.png,group2_35,2,False,88,60
group1_5.png,group1_5,1,group2_41.png,group2_41,2,False,88,54
group1_6.png,group1_6,1,group2_38.png,group2_38,2,False,88,33
group1_9.png,group1_9,1,group2_24.png,group2_24,2,False,88,51
group1_9.png,group1_9,1,group3_3.jpg,group3_3,3,False,88,120
group2_10.png,group2_10,2,group2_33.png,group2_33,2,True,88,36
group2_14.png,group2_14,2,group2_19.png,group2_19,2,True,88,44
group2_14.png,group2_14,2,group2_3.png,group2_3,2,True,88,70
group2_14.png,group2_14,2,group3_17.png,group3_17,3,False,88,57
group2_19.png,group2_19,2,group2_30.png,group2_30,2,True,88,63
group2_2.png,group2_2,2,group2_9.png,group2_9,2,True,88,58
group2_20.png,group2_20,2,group2_27.png,group2_27,2,True,88,46
group2_22.png,group2_22,2,group3_3.jpg,group3_3,3,False,88,95
group2_25.png,group2_25,2,group2_4.png,group2_4,2,True,88,44
group2_25.png,group2_25,2,group2_41.png,group2_41,2,True,88,58
group2_25.png,group2_25,2,group4_22.jpg,group4_22,4,False,88,113
group2_26.png,group2_26,2,group2_9.png,group2_9,2,True,88,56
group2_27.png,group2_27,2,group2_42.png,group2_42,2,True,88,84
group2_34.png,group2_34,2,group2_38.png,group2_38,2,True,88,46
group2_37.png,group2_37,2,group2_6.png,group2_6,2,True,88,55
group2_39.png,group2_39,2,group3_13.png,group3_13,3,False,88,121
group2_41.png,group2_41,2,group2_44.png,group2_44,2,True,88,56
group2_45.png,group2_45,2,group4_29.jpg,group4_29,4,False,88,122
group2_6.png,group2_6,2,group3_18.png,group3_18,3,False,88,93
group2_7.png,group2_7,2,group3_19.png,group3_19,3,False,88,75
group2_8.png,group2_8,2,group3_24.png,group3_24,3,False,88,52
group1_11.png,group1_11,1,group2_5.png,group2_5,2,False,90,23
group1_13.png,group1_13,1,group1_7.png,group1_7,1,True,90,32
group1_15.png,group1_15,1,group1_9.png,group1_9,1,True,90,30
group1_19.jpg,group1_19,1,group1_20.jpg,group1_20,1,True,90,33
group1_19.jpg,group1_19,1,group1_25.jpg,group1_25,1,True,90,43
group1_19.jpg,group1_19,1,group2_14.png,group2_14,2,False,90,34
group1_19.jpg,group1_19,1,group4_22.jpg,group4_22,4,False,90,112
group1_22.jpg,group1_22,1,group1_9.png,group1_9,1,True,90,91
group1_22.jpg,group1_22,1,group2_9.png,group2_9,2,False,90,100
group1_23.jpg,group1_23,1,group2_24.png,group2_24,2,False,90,58
group1_24.jpg,group1_24,1,group1_25.jpg,group1_25,1,True,90,28
group1_24.jpg,group1_24,1,group2_3.png,group2_3,2,False,90,41
group1_24.jpg,group1_24,1,group4_22.jpg,group4_22,4,False,90,105
group1_25.jpg,group1_25,1,group2_25.png,group2_25,2,False,90,40
group1_25.jpg,group1_25,1,group2_43.png,group2_43,2,False,90,95
group1_3.png,group1_3,1,group3_26.png,group3_26,3,False,90,88
group1_6.png,group1_6,1,group2_11.png,group2_11,2,False,90,67
group1_6.png,group1_6,1,group3_20.png,group3_20,3,False,90,67
group1_6.png,group1_6,1,group3_21.png,group3_21,3,False,90,62
group2_10.png,group2_10,2,group2_32.png,group2_32,2,True,90,34
group2_11.png,group2_11,2,group3_9.jpg,group3_9,3,False,90,113
group2_15.png,group2_15,2,group2_27.png,group2_27,2,True,90,30
group2_15.png,group2_15,2,group2_33.png,group2_33,2,True,90,35
group2_16.png,group2_16,2,group2_19.png,group2_19,2,True,90,37
group2_18.png,group2_18,2,group2_19.png,group2_19,2,True,90,33
group2_18.png,group2_18,2,group2_25.png,group2_25,2,True,90,36
group2_18.png,group2_18,2,group2_26.png,group2_26,2,True,90,54
group2_19.png,group2_19,2,group2_31.png,group2_31,2,True,90,30
group2_19.png,group2_19,2,group2_35.png,group2_35,2,True,90,53
group2_19.png,group2_19,2,group2_4.png,group2_4,2,True,90,35
group2_2.png,group2_2,2,group2_22.png,group2_22,2,True,90,16
group2_24.png,group2_24,2,group2_45.png,group2_45,2,True,90,72
group2_26.png,group2_26,2,group3_19.png,group3_19,3,False,90,70
group2_26.png,group2_26,2,group3_20.png,group3_20,3,False,90,56
group2_27.png,group2_27,2,group3_20.png,group3_20,3,False,90,52
group2_3.png,group2_3,2,group2_43.png,group2_43,2,True,90,110
group2_30.png,group2_30,2,group4_22.jpg,group4_22,4,False,90,103
group2_31.png,group2_31,2,group2_35.png,group2_35,2,True,90,53
group2_31.png,group2_31,2,group2_43.png,group2_43,2,True,90,82
group2_31.png,group2_31,2,group4_22.jpg,group4_22,4,False,90,122
group2_33.png,group2_33,2,group3_24.png,group3_24,3,False,90,63
group2_34.png,group2_34,2,group3_8.jpg,group3_8,3,False,90,94
group2_36.png,group2_36,2,group3_24.png,group3_24,3,False,90,80
group2_40.png,group2_40,2,group3_6.jpg,group3_6,3,False,90,43
group2_41.png,group2_41,2,group2_9.png,group2_9,2,True,90,54
group2_45.png,group2_45,2,group2_7.png,group2_7,2,True,90,37
group2_5.png,group2_5,2,group3_15.png,group3_15,3,False,90,62
group2_6.png,group2_6,2,group3_28.png,group3_28,3,False,90,174
group2_7.png,group2_7,2,group4_29.jpg,group4_29,4,False,90,123
group2_8.png,group2_8,2,group4_24.jpg,group4_24,4,False,90,82
group2_9.png,group2_9,2,group3_13.png,group3_13,3,False,90,101
group3_10.jpg,group3_10,3,group3_20.png,group3_20,3,True,90,50
group3_11.jpg,group3_11,3,group3_20.png,group3_20,3,True,90,54
group3_12.png,group3_12,3,group4_24.jpg,group4_24,4,False,90,118
group3_24.png,group3_24,3,group4_24.jpg,group4_24,4,False,90,90
group1_1.jpeg,group1_1,1,group4_22.jpg,group4_22,4,False,92,122
group1_10.png,group1_10,1,group2_24.png,group2_24,2,False,92,69
group1_10.png,group1_10,1,group3_3.jpg,group3_3,3,False,92,116
group1_15.png,group1_15,1,group1_8.png,group1_8,1,True,92,22
group1_15.png,group1_15,1,group2_4.png,group2_4,2,False,92,67
group1_16.png,group1_16,1,group2_3.png,group2_3,2,False,92,45
group1_16.png,group1_16,1,group4_22.jpg,group4_22,4,False,92,93
group1_19.jpg,group1_19,1,group1_24.jpg,group1_24,1,True,92,43
group1_19.jpg,group1_19,1,group1_4.png,group1_4,1,True,92,64
group1_19.jpg,group1_19,1,group2_18.png,group2_18,2,False,92,33
group1_19.jpg,group1_19,1,group2_4.png,group2_4,2,False,92,57
group1_19.jpg,group1_19,1,group2_43.png,group2_43,2,False,92,72
group1_20.jpg,group1_20,1,group2_25.png,group2_25,2,False,92,36
group1_23.jpg,group1_23,1,group2_32.png,group2_32,2,False,92,77
group1_25.jpg,group1_25,1,group2_44.png,group2_44,2,False,92,68
group1_25.jpg,group1_25,1,group3_16.png,group3_16,3,False,92,98
group1_25.jpg,group1_25,1,group4_12.jpg,group4_12,4,False,92,95
group1_26.jpg,group1_26,1,group3_12.png,group3_12,3,False,92,77
group1_4.png,group1_4,1,group2_25.png,group2_25,2,False,92,39
group1_4.png,group1_4,1,group2_43.png,group2_43,2,False,92,106
group1_8.png,group1_8,1,group2_44.png,group2_44,2,False,92,47
group1_9.png,group1_9,1,group3_18.png,group3_18,3,False,92,113
group2_10.png,group2_10,2,group2_13.png,group2_13,2,True,92,35
group2_10.png,group2_10,2,group2_27.png,group2_27,2,True,92,37
group2_11.png,group2_11,2,group2_17.png,group2_17,2,True,92,108
group2_11.png,group2_11,2,group3_19.png,group3_19,3,False,92,76
group2_13.png,group2_13,2,group2_35.png,group2_35,2,True,92,44
group2_13.png,group2_13,2,group2_37.png,group2_37,2,True,92,38
group2_14.png,group2_14,2,group4_22.jpg,group4_22,4,False,92,116
group2_15.png,group2_15,2,group2_24.png,group2_24,2,True,92,56
group2_15.png,group2_15,2,group2_39.png,group2_39,2,True,92,50
group2_17.png,group2_17,2,group2_7.png,group2_7,2,True,92,95
group2_18.png,group2_18,2,group2_24.png,group2_24,2,True,92,46
group2_18.png,group2_18,2,group2_34.png,group2_34,2,True,92,48
group2_19.png,group2_19,2,group3_17.png,group3_17,3,False,92,41
group2_24.png,group2_24,2,group3_7.jpg,group3_7,3,False,92,62
group2_26.png,group2_26,2,group2_37.png,group2_37,2,True,92,54
group2_26.png,group2_26,2,group2_38.png,group2_38,2,True,92,48
group2_26.png,group2_26,2,group3_18.png,group3_18,3,False,92,92
group2_27.png,group2_27,2,group2_7.png,group2_7,2,True,92,53
group2_27.png,group2_27,2,group3_8.jpg,group3_8,3,False,92,58
group2_29.png,group2_29,2,group3_3.jpg,group3_3,3,False,92,112
group2_30.png,group2_30,2,group2_35.png,group2_35,2,True,92,30
group2_31.png,group2_31,2,group2_44.png,group2_44,2,True,92,59
group2_32.png,group2_32,2,group2_34.png,group2_34,2,True,92,41
group2_32.png,group2_32,2,group2_38.png,group2_38,2,True,92,25
group2_32.png,group2_32,2,group2_8.png,group2_8,2,True,92,67
group2_33.png,group2_33,2,group2_35.png,group2_35,2,True,92,49
group2_33.png,group2_33,2,group2_38.png,group2_38,2,True,92,25
group2_34.png,group2_34,2,group2_4.png,group2_4,2,True,92,72
group2_34.png,group2_34,2,group3_20.png,group3_20,3,False,92,82
group2_36.png,group2_36,2,group2_37.png,group2_37,2,True,92,32
group2_37.png,group2_37,2,group4_24.jpg,group4_24,4,False,92,68
group2_39.png,group2_39,2,group2_6.png,group2_6,2,True,92,71
group2_4.png,group2_4,2,group2_9.png,group2_9,2,True,92,66
group2_44.png,group2_44,2,group4_22.jpg,group4_22,4,False,92,121
group2_45.png,group2_45,2,group2_6.png,group2_6,2,True,92,29
group2_5.png,group2_5,2,group3_12.png,group3_12,3,False,92,103
group2_5.png,group2_5,2,group4_22.jpg,group4_22,4,False,92,88
group3_11.jpg,group3_11,3,group3_8.jpg,group3_8,3,True,92,60
group3_13.png,group3_13,3,group3_5.jpg,group3_5,3,True,92,66
group3_18.png,group3_18,3,group3_24.png,group3_24,3,True,92,74
group3_18.png,group3_18,3,group3_3.jpg,group3_3,3,True,92,59
group3_19.png,group3_19,3,group3_23.png,group3_23,3,True,92,67
group3_23.png,group3_23,3,group3_7.jpg,group3_7,3,True,92,97
group1_10.png,group1_10,1,group1_9.png,group1_9,1,True,94,40
group1_11.png,group1_11,1,group2_10.png,group2_10,2,False,94,57
group1_11.png,group1_11,1,group2_25.png,group2_25,2,False,94,38
group1_11.png,group1_11,1,group2_31.png,group2_31,2,False,94,41
group1_14.png,group1_14,1,group2_11.png,group2_11,2,False,94,52
group1_14.png,group1_14,1,group2_13.png,group2_13,2,False,94,22
group1_14.png,group1_14,1,group2_20.png,group2_20,2,False,94,38
group1_14.png,group1_14,1,group2_35.png,group2_35,2,False,94,52
group1_15.png,group1_15,1,group4_28.jpg,group4_28,4,False,94,115
group1_16.png,group1_16,1,group2_19.png,group2_19,2,False,94,29
group1_16.png,group1_16,1,group2_5.png,group2_5,2,False,94,23
group1_16.png,group1_16,1,group4_24.jpg,group4_24,4,False,94,96
group1_16.png,group1_16,1,group4_25.jpg,group4_25,4,False,94,62
group1_19.jpg,group1_19,1,group1_5.png,group1_5,1,True,94,53
group1_2.png,group1_2,1,group1_23.jpg,group1_23,1,True,94,64
group1_20.jpg,group1_20,1,group4_22.jpg,group4_22,4,False,94,127
group1_21.jpg,group1_21,1,group2_19.png,group2_19,2,False,94,51
group1_22.jpg,group1_22,1,group2_34.png,group2_34,2,False,94,96
group1_23.jpg,group1_23,1,group2_39.png,group2_39,2,False,94,54
group1_24.jpg,group1_24,1,group2_22.png,group2_22,2,False,94,30
group1_24.jpg,group1_24,1,group2_25.png,group2_25,2,False,94,38
group1_26.jpg,group1_26,1,group3_26.png,group3_26,3,False,94,78
group1_5.png,group1_5,1,group2_34.png,group2_34,2,False,94,66
group1_6.png,group1_6,1,group2_42.png,group2_42,2,False,94,91
group1_6.png,group1_6,1,group3_2.jpg,group3_2,3,False,94,98
group1_6.png,group1_6,1,group4_24.jpg,group4_24,4,False,94,83
group1_8.png,group1_8,1,group2_19.png,group2_19,2,False,94,72
group1_8.png,group1_8,1,group2_6.png,group2_6,2,False,94,52
group1_9.png,group1_9,1,group2_2.png,group2_2,2,False,94,65
group1_9.png,group1_9,1,group2_41.png,group2_41,2,False,94,41
group2_11.png,group2_11,2,group2_8.png,group2_8,2,True,94,44
group2_13.png,group2_13,2,group4_23.jpg,group4_23,4,False,94,75
group2_14.png,group2_14,2,group2_30.png,group2_30,2,True,94,47
group2_15.png,group2_15,2,group2_22.png,group2_22,2,True,94,54
group2_15.png,group2_15,2,group3_19.png,group3_19,3,False,94,74
group2_15.png,group2_15,2,group3_20.png,group3_20,3,False,94,80
group2_15.png,group2_15,2,group3_24.png,group3_24,3,False,94,70
group2_19.png,group2_19,2,group2_43.png,group2_43,2,True,94,100
group2_20.png,group2_20,2,group2_38.png,group2_38,2,True,94,52
group2_20.png,group2_20,2,group3_20.png,group3_20,3,False,94,92
group2_20.png,group2_20,2,group3_24.png,group3_24,3,False,94,80
group2_20.png,group2_20,2,group3_25.png,group3_25,3,False,94,53
group2_22.png,group2_22,2,group2_26.png,group2_26,2,True,94,20
group2_23.png,group2_23,2,group2_41.png,group2_41,2,True,94,47
group2_23.png,group2_23,2,group2_45.png,group2_45,2,True,94,85
group2_3.png,group2_3,2,group2_4.png,group2_4,2,True,94,43
group2_3.png,group2_3,2,group3_17.png,group3_17,3,False,94,43
group2_32.png,group2_32,2,group3_24.png,group3_24,3,False,94,79
group2_33.png,group2_33,2,group2_5.png,group2_5,2,True,94,46
group2_35.png,group2_35,2,group2_38.png,group2_38,2,True,94,70
group2_38.png,group2_38,2,group4_24.jpg,group4_24,4,False,94,70
group2_4.png,group2_4,2,group4_30.jpg,group4_30,4,False,94,61
group2_43.png,group2_43,2,group3_17.png,group3_17,3,False,94,99
group2_7.png,group2_7,2,group3_18.png,group3_18,3,False,94,93
group2_7.png,group2_7,2,group3_20.png,group3_20,3,False,94,85
group2_7.png,group2_7,2,group3_22.png,group3_22,3,False,94,86
group3_12.png,group3_12,3,group4_25.jpg,group4_25,4,False,94,88
group3_2.jpg,group3_2,3,group4_24.jpg,group4_24,4,False,94,77
group3_20.png,group3_20,3,group4_26.jpg,group4_26,4,False,94,88
group3_22.png,group3_22,3,group3_7.jpg,group3_7,3,True,94,99
group3_22.png,group3_22,3,group4_29.jpg,group4_29,4,False,94,83
group1_1.jpeg,group1_1,1,group1_11.png,group1_11,1,True,96,45
group1_1.jpeg,group1_1,1,group1_21.jpg,group1_21,1,True,96,37
group1_1.jpeg,group1_1,1,group1_24.jpg,group1_24,1,True,96,35
group1_10.png,group1_10,1,group2_15.png,group2_15,2,False,96,47
group1_13.png,group1_13,1,group3_13.png,group3_13,3,False,96,105
group1_15.png,group1_15,1,group1_5.png,group1_5,1,True,96,67
group1_15.png,group1_15,1,group3_8.jpg,group3_8,3,False,96,89
group1_16.png,group1_16,1,group1_25.jpg,group1_25,1,True,96,36
group1_16.png,group1_16,1,group2_31.png,group2_31,2,False,96,49
group1_20.jpg,group1_20,1,group2_3.png,group2_3,2,False,96,45
group1_20.jpg,group1_20,1,group2_4.png,group2_4,2,False,96,52
group1_22.jpg,group1_22,1,group2_4.png,group2_4,2,False,96,70
group1_22.jpg,group1_22,1,group2_41.png,group2_41,2,False,96,78
group1_24.jpg,group1_24,1,group2_2.png,group2_2,2,False,96,34
group1_25.jpg,group1_25,1,group2_35.png,group2_35,2,False,96,52
group1_4.png,group1_4,1,group4_22.jpg,group4_22,4,False,96,104
group1_5.png,group1_5,1,group2_25.png,group2_25,2,False,96,42
group1_5.png,group1_5,1,group2_43.png,group2_43,2,False,96,105
group1_5.png,group1_5,1,group3_17.png,group3_17,3,False,96,44
group1_5.png,group1_5,1,group4_22.jpg,group4_22,4,False,96,119
group1_8.png,group1_8,1,group2_24.png,group2_24,2,False,96,73
group1_8.png,group1_8,1,group2_3.png,group2_3,2,False,96,64
group1_8.png,group1_8,1,group2_42.png,group2_42,2,False,96,57
group1_8.png,group1_8,1,group2_8.png,group2_8,2,False,96,69
group1_9.png,group1_9,1,group2_39.png,group2_39,2,False,96,47
group2_1.png,group2_1,2,group3_19.png,group3_19,3,False,96,91
group2_10.png,group2_10,2,group2_26.png,group2_26,2,True,96,63
group2_10.png,group2_10,2,group2_5.png,group2_5,2,True,96,58
group2_10.png,group2_10,2,group2_9.png,group2_9,2,True,96,41
group2_13.png,group2_13,2,group2_30.png,group2_30,2,True,96,48
group2_15.png,group2_15,2,group2_45.png,group2_45,2,True,96,56
